Fiscal_Year,Fiscal_Period,Department,Program,Expense_Category,Fund,Vendor_Name,Vendor_Number,Payment_Number,Payment_Method,Payment_Issue_date,Payment_Status,Amount
2015,2,HUMAN SERVICES                                              ,HMS224,PURCHASE OF SERVICE PAYMENTS                      ,,ALTERNATIVE STRUCTURES,212097,G0014964,Check,8/25/14 0:00,Paid,"$280,497.00 "
2015,4,HUMAN SERVICES                                              ,HMS224,PURCHASE OF SERVICE PAYMENTS                      ,,ALTERNATIVE STRUCTURES,212097,G0036990,Check,10/28/14 0:00,Paid,"$280,497.00 "
2015,4,HUMAN SERVICES                                              ,HMS302,PURCHASE OF SERVICE PAYMENTS                      ,,"ARBOR E & T, LLC",308445,S0021386,Check,10/10/14 0:00,Paid,"$228,402.87 "
2015,5,HUMAN SERVICES                                              ,HMS302,PURCHASE OF SERVICE PAYMENTS                      ,,"ARBOR E & T, LLC",308445,S0027907,Check,11/13/14 0:00,Paid,"$214,104.88 "
2015,5,HUMAN SERVICES                                              ,HMS302,PURCHASE OF SERVICE PAYMENTS                      ,,"ARBOR E & T, LLC",308445,S0027907,Check,11/13/14 0:00,Paid,"$233,859.95 "
2015,6,HUMAN SERVICES                                              ,HMS302,PURCHASE OF SERVICE PAYMENTS                      ,,"ARBOR E & T, LLC",308445,S0033297,Check,12/9/14 0:00,Paid,"$241,149.16 "
2015,3,HUMAN SERVICES                                              ,HMS802,PURCHASE OF SERVICE PAYMENTS                      ,,ASSISTIVE TECHNOLOGY RESOURCE,265585,S0019890,Check,10/2/14 0:00,Paid,"$37,483.33 "
2015,3,HUMAN SERVICES                                              ,HMS802,PURCHASE OF SERVICE PAYMENTS                      ,,ASSISTIVE TECHNOLOGY RESOURCE,265585,S0019891,Check,10/2/14 0:00,Paid,"$45,872.17 "
2015,3,HUMAN SERVICES                                              ,HMS802,PURCHASE OF SERVICE PAYMENTS                      ,,ASSISTIVE TECHNOLOGY RESOURCE,265585,S0019891,Check,10/2/14 0:00,Paid,"$46,052.01 "
2015,6,HUMAN SERVICES                                              ,HMS802,PURCHASE OF SERVICE PAYMENTS                      ,,ASSISTIVE TECHNOLOGY RESOURCE,265585,S0034782,Check,12/17/14 0:00,Paid,"$32,509.93 "
2014,8,HUMAN SERVICES                                              ,HMS802,PURCHASE OF SERVICE PAYMENTS                      ,,ASSISTIVE TECHNOLOGY RESOURCE,265585,S0048992,Check,2/26/14 0:00,Paid,"$33,393.74 "
2014,8,HUMAN SERVICES                                              ,HMS802,PURCHASE OF SERVICE PAYMENTS                      ,,ASSISTIVE TECHNOLOGY RESOURCE,265585,S0048992,Check,2/26/14 0:00,Paid,"$34,145.65 "
2014,8,HUMAN SERVICES                                              ,HMS802,PURCHASE OF SERVICE PAYMENTS                      ,,ASSISTIVE TECHNOLOGY RESOURCE,265585,S0048992,Check,2/26/14 0:00,Paid,"$37,615.97 "
2014,11,HUMAN SERVICES                                              ,HMS802,PURCHASE OF SERVICE PAYMENTS                      ,,ASSISTIVE TECHNOLOGY RESOURCE,265585,S0065617,Check,5/12/14 0:00,Paid,"$25,004.07 "
2014,11,HUMAN SERVICES                                              ,HMS802,PURCHASE OF SERVICE PAYMENTS                      ,,ASSISTIVE TECHNOLOGY RESOURCE,265585,S0065617,Check,5/12/14 0:00,Paid,"$36,960.84 "
2014,11,HUMAN SERVICES                                              ,HMS802,PURCHASE OF SERVICE PAYMENTS                      ,,ASSISTIVE TECHNOLOGY RESOURCE,265585,S0065617,Check,5/12/14 0:00,Paid,"$43,929.92 "
2014,7,HUMAN SERVICES                                              ,HMS501,PURCHASE OF SERVICE PAYMENTS                      ,,"BENSON, BOBBY CENTER",226071,G0054258,Check,1/17/14 0:00,Paid,"$30,000.00 "
2014,8,HUMAN SERVICES                                              ,HMS501,PURCHASE OF SERVICE PAYMENTS                      ,,"BENSON, BOBBY CENTER",226071,G0065211,Check,2/26/14 0:00,Paid,"$40,000.00 "
2014,9,HUMAN SERVICES                                              ,HMS501,PURCHASE OF SERVICE PAYMENTS                      ,,"BENSON, BOBBY CENTER",226071,G0070657,Check,3/14/14 0:00,Paid,"$30,000.00 "
2014,10,HUMAN SERVICES                                              ,HMS501,PURCHASE OF SERVICE PAYMENTS                      ,,"BENSON, BOBBY CENTER",226071,G0080615,Check,4/22/14 0:00,Paid,"$30,000.00 "
2014,11,HUMAN SERVICES                                              ,HMS501,PURCHASE OF SERVICE PAYMENTS                      ,,"BENSON, BOBBY CENTER",226071,G0085802,Check,5/9/14 0:00,Paid,"$30,000.00 "
2014,12,HUMAN SERVICES                                              ,HMS501,PURCHASE OF SERVICE PAYMENTS                      ,,"BENSON, BOBBY CENTER",226071,G0094633,Check,6/10/14 0:00,Paid,"$28,493.00 "
2015,3,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,BLUEPRINT FOR CHANGE,267449,G0028514,Check,9/30/14 0:00,Paid,"$53,680.08 "
2015,3,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,BLUEPRINT FOR CHANGE,267449,G0028514,Check,9/30/14 0:00,Paid,"$126,213.68 "
2015,5,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,BLUEPRINT FOR CHANGE,267449,G0047539,Check,11/26/14 0:00,Paid,"$47,786.61 "
2014,11,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,BLUEPRINT FOR CHANGE,267449,G0086680,Check,5/13/14 0:00,Paid,"$99,294.52 "
2015,2,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,BLUEPRINT FOR CHANGE,267449,S0008458,Check,8/18/14 0:00,Paid,"$57,968.82 "
2015,2,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,BLUEPRINT FOR CHANGE,267449,S0008458,Check,8/18/14 0:00,Paid,"$59,709.29 "
2015,2,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,BLUEPRINT FOR CHANGE,267449,S0008458,Check,8/18/14 0:00,Paid,"$66,623.49 "
2015,5,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,BLUEPRINT FOR CHANGE,267449,S0028952,Check,11/20/14 0:00,Paid,"$46,486.81 "
2015,5,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,BLUEPRINT FOR CHANGE,267449,S0028952,Check,11/20/14 0:00,Paid,"$46,989.14 "
2014,8,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,BLUEPRINT FOR CHANGE,267449,S0048164,Check,2/21/14 0:00,Paid,"$47,375.14 "
2014,8,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,BLUEPRINT FOR CHANGE,267449,S0048164,Check,2/21/14 0:00,Paid,"$58,491.51 "
2014,11,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,BLUEPRINT FOR CHANGE,267449,S0064705,Check,5/6/14 0:00,Paid,"$55,909.60 "
2014,11,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,BLUEPRINT FOR CHANGE,267449,S0067370,Check,5/20/14 0:00,Paid,"$60,053.22 "
2014,12,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0000326,Check,7/2/14 0:00,Paid,"$46,176.40 "
2014,12,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0000326,Check,7/2/14 0:00,Paid,"$53,500.00 "
2015,3,HUMAN SERVICES                                              ,HMS903,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0025190,Check,9/18/14 0:00,Paid,"$76,052.97 "
2015,3,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0029568,Check,10/3/14 0:00,Paid,"$191,938.14 "
2015,4,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0032124,Check,10/10/14 0:00,Paid,"$32,586.72 "
2015,4,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0033928,Check,10/17/14 0:00,Paid,"$191,817.49 "
2015,4,HUMAN SERVICES                                              ,HMS903,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0034633,Check,10/21/14 0:00,Paid,"$82,435.48 "
2015,4,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0038111,Check,11/3/14 0:00,Paid,"$30,383.07 "
2015,4,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0038111,Check,11/3/14 0:00,Paid,"$30,383.07 "
2015,5,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0039780,Check,11/10/14 0:00,Paid,"$78,575.53 "
2015,5,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0039780,Check,11/10/14 0:00,Paid,"$81,179.89 "
2015,5,HUMAN SERVICES                                              ,HMS903,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0041662,Check,11/19/14 0:00,Paid,"$107,254.18 "
2015,5,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0045664,Check,11/21/14 0:00,Paid,"$34,146.38 "
2015,5,HUMAN SERVICES                                              ,HMS224,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0045725,Check,11/21/14 0:00,Paid,"$68,770.00 "
2015,5,HUMAN SERVICES                                              ,HMS224,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0045725,Check,11/21/14 0:00,Paid,"$68,770.00 "
2015,6,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0050281,Check,12/5/14 0:00,Paid,"$30,383.07 "
2015,6,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0053916,Check,12/18/14 0:00,Paid,"$41,043.72 "
2015,6,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0053916,Check,12/18/14 0:00,Paid,"$67,424.63 "
2015,6,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0053916,Check,12/18/14 0:00,Paid,"$146,352.66 "
2015,6,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0054303,Check,12/19/14 0:00,Paid,"$59,442.36 "
2015,6,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0054303,Check,12/19/14 0:00,Paid,"$135,200.65 "
2015,6,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0054348,Check,12/19/14 0:00,Paid,"$34,101.31 "
2014,7,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0059512,Check,2/5/14 0:00,Paid,"$65,829.14 "
2014,7,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0059516,Check,2/5/14 0:00,Paid,"$32,412.64 "
2014,7,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0059516,Check,2/5/14 0:00,Paid,"$35,510.83 "
2014,8,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0060012,Check,2/6/14 0:00,Paid,"$218,059.21 "
2014,8,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0063272,Check,2/19/14 0:00,Paid,"$32,136.78 "
2014,8,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0063272,Check,2/19/14 0:00,Paid,"$34,367.47 "
2014,8,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0065172,Check,2/26/14 0:00,Paid,"$68,828.00 "
2014,9,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0069820,Check,3/13/14 0:00,Paid,"$35,510.85 "
2014,9,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0071287,Check,3/18/14 0:00,Paid,"$32,392.10 "
2014,9,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0073039,Check,3/24/14 0:00,Paid,"$247,142.24 "
2014,10,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0076732,Check,4/7/14 0:00,Paid,"$69,572.25 "
2014,10,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0076732,Check,4/7/14 0:00,Paid,"$196,586.51 "
2014,10,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0078508,Check,4/11/14 0:00,Paid,"$29,399.22 "
2014,10,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0078508,Check,4/11/14 0:00,Paid,"$36,654.30 "
2014,10,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0078725,Check,4/14/14 0:00,Paid,"$215,052.18 "
2014,10,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0079324,Check,4/16/14 0:00,Paid,"$88,303.03 "
2014,11,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0085098,Check,5/7/14 0:00,Paid,"$69,397.33 "
2014,11,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0085098,Check,5/7/14 0:00,Paid,"$201,679.84 "
2014,11,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0086228,Check,5/12/14 0:00,Paid,"$35,510.85 "
2014,12,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0097985,Check,6/20/14 0:00,Paid,"$30,017.11 "
2014,12,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0097985,Check,6/20/14 0:00,Paid,"$35,510.85 "
2014,12,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0098998,Check,6/23/14 0:00,Paid,"$30,320.17 "
2014,12,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0099493,Check,6/24/14 0:00,Paid,"$64,171.89 "
2014,12,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0099827,Check,6/25/14 0:00,Paid,"$79,952.47 "
2014,12,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0099831,Check,6/25/14 0:00,Paid,"$35,510.60 "
2014,12,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0099831,Check,6/25/14 0:00,Paid,"$35,510.85 "
2014,12,HUMAN SERVICES                                              ,HMS301,PURCHASE OF SERVICE PAYMENTS                      ,,CATHOLIC CHARITIES HAWAII,276375,G0099831,Check,6/25/14 0:00,Paid,"$36,135.12 "
